formula,corr_train,corr_test,error_corr
np.log(tm)~protein_length+A+G+S+AL+SK+periodoG,0.2740252850332319,0.2668786966174221,0.00714658841580984
np.log(tm)~protein_length+A+G+S+AL+ST+periodoA,0.28171223990736916,0.27404063013815483,0.007671609769214327
np.log(tm)~protein_length+A+G+S+AL+ST+periodoC,0.2809373003531481,0.2720563753769409,0.008880924976207238
np.log(tm)~protein_length+A+G+S+AL+ST+periodoG,0.27190001217354065,0.2655716420100871,0.006328370163453556
np.log(tm)~protein_length+A+G+S+AL+periodoA+periodoC,0.283747807426997,0.2733026614032275,0.010445146023769503
np.log(tm)~protein_length+A+G+S+AL+periodoA+periodoG,0.27658807093480664,0.268630831256433,0.00795723967837364
np.log(tm)~protein_length+A+G+S+AL+periodoC+periodoG,0.27703797546892506,0.2671885866424461,0.009849388826478955
np.log(tm)~protein_length+A+G+S+KQ+KS+SN,0.2850730430231846,0.26903362022331223,0.01603942279987236
np.log(tm)~protein_length+A+G+S+KQ+KS+SK,0.28641116197993277,0.2684928895056957,0.01791827247423705
np.log(tm)~protein_length+A+G+S+KQ+KS+ST,0.2870259842111506,0.2707388430254645,0.016287141185686083
np.log(tm)~protein_length+A+G+S+KQ+KS+periodoA,0.2901429804557592,0.2721769495043538,0.01796603095140542
np.log(tm)~protein_length+A+G+S+KQ+KS+periodoC,0.289040533140782,0.26776526085393265,0.021275272286849334
np.log(tm)~protein_length+A+G+S+KQ+KS+periodoG,0.2816510756213764,0.26558157296698764,0.01606950265438878
np.log(tm)~protein_length+A+G+S+KQ+SN+SK,0.27862615077686015,0.2668507835408661,0.011775367235994039
np.log(tm)~protein_length+A+G+S+KQ+SN+ST,0.27732063979097904,0.26728655580613675,0.01003408398484229
np.log(tm)~protein_length+A+G+S+KQ+SN+periodoA,0.2827185396643584,0.2724530143917107,0.01026552527264768
np.log(tm)~protein_length+A+G+S+KQ+SN+periodoC,0.279064908987961,0.26446705565077994,0.014597853337181055
np.log(tm)~protein_length+A+G+S+KQ+SN+periodoG,0.2726126084917705,0.2631526018167538,0.009460006675016674
np.log(tm)~protein_length+A+G+S+KQ+SK+ST,0.28062111843060794,0.26910592512455295,0.011515193306054994
np.log(tm)~protein_length+A+G+S+KQ+SK+periodoA,0.28598051353975495,0.27352660799716816,0.012453905542586796
np.log(tm)~protein_length+A+G+S+KQ+SK+periodoC,0.2820710159569849,0.2658427429406168,0.01622827301636809
np.log(tm)~protein_length+A+G+S+KQ+SK+periodoG,0.275498048129163,0.2640432442168407,0.011454803912322287
np.log(tm)~protein_length+A+G+S+KQ+ST+periodoA,0.2846434004444813,0.2730425763531877,0.011600824091293593
np.log(tm)~protein_length+A+G+S+KQ+ST+periodoC,0.2802729541607234,0.2655008693603144,0.01477208480040898
np.log(tm)~protein_length+A+G+S+KQ+ST+periodoG,0.27384563459806177,0.2643637867902984,0.009481847807763344
np.log(tm)~protein_length+A+G+S+KQ+periodoA+periodoC,0.28505637984654525,0.2697593127975932,0.015297067048952062
np.log(tm)~protein_length+A+G+S+KQ+periodoA+periodoG,0.2797178185604838,0.26963807154270797,0.010079747017775809
np.log(tm)~protein_length+A+G+S+KQ+periodoC+periodoG,0.27587318717332704,0.26171765092606236,0.014155536247264677
np.log(tm)~protein_length+A+G+S+KS+SN+SK,0.2795458564683423,0.26114505319214654,0.018400803276195754
np.log(tm)~protein_length+A+G+S+KS+SN+ST,0.2789574700088907,0.2620551743187679,0.016902295690122804
np.log(tm)~protein_length+A+G+S+KS+SN+periodoA,0.2802164684748533,0.2630886410700574,0.017127827404795903
np.log(tm)~protein_length+A+G+S+KS+SN+periodoC,0.2820912092290892,0.2610680775925016,0.02102313163658759
np.log(tm)~protein_length+A+G+S+KS+SN+periodoG,0.27340103213035033,0.25675215964360854,0.016648872486741795
np.log(tm)~protein_length+A+G+S+KS+SK+ST,0.28220719050484916,0.2639724583933806,0.018234732111468532
np.log(tm)~protein_length+A+G+S+KS+SK+periodoA,0.28371836323073946,0.26517486315149214,0.01854350007924732
np.log(tm)~protein_length+A+G+S+KS+SK+periodoC,0.2840874786129187,0.26168152810366613,0.022405950509252592
np.log(tm)~protein_length+A+G+S+KS+SK+periodoG,0.27581629784654044,0.2579828179933775,0.017833479853162915
np.log(tm)~protein_length+A+G+S+KS+ST+periodoA,0.2831408581552193,0.2653637113080464,0.017777146847172853
np.log(tm)~protein_length+A+G+S+KS+ST+periodoC,0.28393459701747714,0.2637209137032557,0.020213683314221464
np.log(tm)~protein_length+A+G+S+KS+ST+periodoG,0.2752245925281424,0.2588809970518071,0.016343595476335293
np.log(tm)~protein_length+A+G+S+KS+periodoA+periodoC,0.2839347022246521,0.262916254059366,0.02101844816528614
np.log(tm)~protein_length+A+G+S+KS+periodoA+periodoG,0.2768789146504302,0.259565006100594,0.017313908549836166
np.log(tm)~protein_length+A+G+S+KS+periodoC+periodoG,0.27816182229592207,0.2574117819662081,0.020750040329713948
np.log(tm)~protein_length+A+G+S+SN+SK+ST,0.2753508014319243,0.2622167881392741,0.013134013292650182
np.log(tm)~protein_length+A+G+S+SN+SK+periodoA,0.2788458765643554,0.266723649846302,0.012122226718053408
np.log(tm)~protein_length+A+G+S+SN+SK+periodoC,0.27750483857773056,0.2597834966596819,0.01772134191804864
np.log(tm)~protein_length+A+G+S+SN+SK+periodoG,0.26986800140733397,0.2573175635449891,0.012550437862344888
np.log(tm)~protein_length+A+G+S+SN+ST+periodoA,0.2762195831755177,0.26540219193984865,0.01081739123566905
np.log(tm)~protein_length+A+G+S+SN+ST+periodoC,0.2751263879943711,0.25988026800075886,0.01524611999361225
np.log(tm)~protein_length+A+G+S+SN+ST+periodoG,0.2674083588149452,0.25721724635108506,0.01019111246386012
np.log(tm)~protein_length+A+G+S+SN+periodoA+periodoC,0.2767811954260772,0.26291766217679646,0.013863533249280746
np.log(tm)~protein_length+A+G+S+SN+periodoA+periodoG,0.2707090769624163,0.2615901517151615,0.009118925247254828
np.log(tm)~protein_length+A+G+S+SN+periodoC+periodoG,0.2706166964814585,0.2560655435084397,0.014551152973018788
np.log(tm)~protein_length+A+G+S+SK+ST+periodoA,0.282186438773329,0.2688460745634433,0.013340364209885713
np.log(tm)~protein_length+A+G+S+SK+ST+periodoC,0.2791039591595548,0.26166411881097074,0.01743984034858409
np.log(tm)~protein_length+A+G+S+SK+ST+periodoG,0.27194060619514543,0.259618466742673,0.012322139452472403
np.log(tm)~protein_length+A+G+S+SK+periodoA+periodoC,0.28195845614216875,0.2653450159503423,0.016613440191826423
np.log(tm)~protein_length+A+G+S+SK+periodoA+periodoG,0.2758752474877969,0.2638575130737014,0.012017734414095482
np.log(tm)~protein_length+A+G+S+SK+periodoC+periodoG,0.2741622008005205,0.2572466938750309,0.0169155069254896
np.log(tm)~protein_length+A+G+S+ST+periodoA+periodoC,0.2792986840857752,0.26433507347081775,0.014963610614957434
np.log(tm)~protein_length+A+G+S+ST+periodoA+periodoG,0.2735271260575693,0.2626212244821693,0.010905901575400001
np.log(tm)~protein_length+A+G+S+ST+periodoC+periodoG,0.2714886443733401,0.2572510120404105,0.014237632332929573
np.log(tm)~protein_length+A+G+S+periodoA+periodoC+periodoG,0.2739799293424832,0.26068282039959473,0.013297108942888491
np.log(tm)~protein_length+A+G+AL+KQ+KS+SN,0.28954463451764,0.2720733189726271,0.01747131554501291
np.log(tm)~protein_length+A+G+AL+KQ+KS+SK,0.28957936497748377,0.2711594868608853,0.018419878116598454
np.log(tm)~protein_length+A+G+AL+KQ+KS+ST,0.290774241861861,0.27438142292118495,0.016392818940676068
np.log(tm)~protein_length+A+G+AL+KQ+KS+periodoA,0.292744437077424,0.2702775877358147,0.022466849341609307
np.log(tm)~protein_length+A+G+AL+KQ+KS+periodoC,0.2920416232317514,0.26753906884875694,0.02450255438299448
np.log(tm)~protein_length+A+G+AL+KQ+KS+periodoG,0.28261997945124984,0.2618028606913251,0.020817118759924758
np.log(tm)~protein_length+A+G+AL+KQ+SN+SK,0.28808327872775696,0.278337341881401,0.00974593684635594
np.log(tm)~protein_length+A+G+AL+KQ+SN+ST,0.2874307395847478,0.27858438744269826,0.00884635214204954
np.log(tm)~protein_length+A+G+AL+KQ+SN+periodoA,0.2927631840869153,0.2813878460214636,0.011375338065451712
np.log(tm)~protein_length+A+G+AL+KQ+SN+periodoC,0.2898207218448837,0.2761946473437932,0.013626074501090546
np.log(tm)~protein_length+A+G+AL+KQ+SN+periodoG,0.28206343257109456,0.27100254467000606,0.0110608879010885
np.log(tm)~protein_length+A+G+AL+KQ+SK+ST,0.2899007358547918,0.28100871168386055,0.008892024170931268
np.log(tm)~protein_length+A+G+AL+KQ+SK+periodoA,0.2943601685371106,0.28043847942928013,0.013921689107830482
np.log(tm)~protein_length+A+G+AL+KQ+SK+periodoC,0.2917216447792948,0.27588327643786215,0.01583836834143265
np.log(tm)~protein_length+A+G+AL+KQ+SK+periodoG,0.2836938239356251,0.27232156568285076,0.011372258252774325
np.log(tm)~protein_length+A+G+AL+KQ+ST+periodoA,0.2937312750651726,0.28165559573974913,0.012075679325423472
np.log(tm)~protein_length+A+G+AL+KQ+ST+periodoC,0.29032937556878835,0.2769132110917695,0.013416164477018877
np.log(tm)~protein_length+A+G+AL+KQ+ST+periodoG,0.28278291298078934,0.2732802157739073,0.009502697206882016
np.log(tm)~protein_length+A+G+AL+KQ+periodoA+periodoC,0.2930696370284866,0.27268870234544246,0.02038093468304414
np.log(tm)~protein_length+A+G+AL+KQ+periodoA+periodoG,0.28527734798090976,0.26948242718628496,0.0157949207946248
np.log(tm)~protein_length+A+G+AL+KQ+periodoC+periodoG,0.28265149742823553,0.26515554400030666,0.017495953427928868
np.log(tm)~protein_length+A+G+AL+KS+SN+SK,0.28571162249928844,0.2690748953782459,0.016636727121042527
np.log(tm)~protein_length+A+G+AL+KS+SN+ST,0.2855637733284272,0.271034946123257,0.01452882720517018
np.log(tm)~protein_length+A+G+AL+KS+SN+periodoA,0.28691613776548497,0.2700705729952747,0.016845564770210264
np.log(tm)~protein_length+A+G+AL+KS+SN+periodoC,0.289081263540357,0.2684360459937804,0.02064521754657661
np.log(tm)~protein_length+A+G+AL+KS+SN+periodoG,0.27912867715574646,0.2613762122563041,0.017752464899442377
np.log(tm)~protein_length+A+G+AL+KS+SK+ST,0.28827432973295947,0.2734587594212878,0.014815570311671689
np.log(tm)~protein_length+A+G+AL+KS+SK+periodoA,0.2899141255160572,0.27070418976161287,0.01920993575444435
np.log(tm)~protein_length+A+G+AL+KS+SK+periodoC,0.29010657294680836,0.26837021384484394,0.02173635910196442
np.log(tm)~protein_length+A+G+AL+KS+SK+periodoG,0.28089572112552924,0.2618415774419686,0.01905414368356062
np.log(tm)~protein_length+A+G+AL+KS+ST+periodoA,0.2899392876138408,0.2729695351599933,0.01696975245384752
np.log(tm)~protein_length+A+G+AL+KS+ST+periodoC,0.2907348823343657,0.2719826749215034,0.018752207412862265
np.log(tm)~protein_length+A+G+AL+KS+ST+periodoG,0.2810725202995212,0.26466903681872855,0.016403483480792624
np.log(tm)~protein_length+A+G+AL+KS+periodoA+periodoC,0.2901432195352666,0.2658724289769912,0.024270790558275412
np.log(tm)~protein_length+A+G+AL+KS+periodoA+periodoG,0.28082272006573444,0.2597330377728555,0.021089682292878942
np.log(tm)~protein_length+A+G+AL+KS+periodoC+periodoG,0.2829088971291303,0.25828134260852614,0.024627554520604167
np.log(tm)~protein_length+A+G+AL+SN+SK+ST,0.28573965990631506,0.2772705980355566,0.008469061870758465
np.log(tm)~protein_length+A+G+AL+SN+SK+periodoA,0.29005423149726683,0.27871260273641435,0.011341628760852485
np.log(tm)~protein_length+A+G+AL+SN+SK+periodoC,0.28900444597887315,0.27611744499545793,0.01288700098341522
np.log(tm)~protein_length+A+G+AL+SN+SK+periodoG,0.2806293999917537,0.2708479597567052,0.009781440235048455
np.log(tm)~protein_length+A+G+AL+SN+ST+periodoA,0.28816313972016505,0.2784736781658659,0.009689461554299172
np.log(tm)~protein_length+A+G+AL+SN+ST+periodoC,0.2875000874304,0.2761879914223674,0.011312096008032624
np.log(tm)~protein_length+A+G+AL+SN+ST+periodoG,0.2784619410637599,0.26964251217703944,0.008819428886720437
np.log(tm)~protein_length+A+G+AL+SN+periodoA+periodoC,0.2899180568420453,0.27637205343999854,0.013546003402046758
np.log(tm)~protein_length+A+G+AL+SN+periodoA+periodoG,0.28171441063053254,0.2711101684624991,0.010604242168033462
np.log(tm)~protein_length+A+G+AL+SN+periodoC+periodoG,0.28264985483545896,0.26944108585117243,0.013208768984286523
np.log(tm)~protein_length+A+G+AL+SK+ST+periodoA,0.29318978418473096,0.2816684639145987,0.011521320270132251
np.log(tm)~protein_length+A+G+AL+SK+ST+periodoC,0.29097293413115244,0.27879222388365604,0.012180710247496396
np.log(tm)~protein_length+A+G+AL+SK+ST+periodoG,0.28305411814812415,0.2739081126976997,0.009146005450424433
np.log(tm)~protein_length+A+G+AL+SK+periodoA+periodoC,0.29358911333550686,0.27604420747394165,0.017544905861565208
np.log(tm)~protein_length+A+G+AL+SK+periodoA+periodoG,0.285769343756004,0.272158467958362,0.013610875797641975
np.log(tm)~protein_length+A+G+AL+SK+periodoC+periodoG,0.28494182005814517,0.269233030943816,0.015708789114329158
np.log(tm)~protein_length+A+G+AL+ST+periodoA+periodoC,0.2923307415196476,0.277080367738564,0.015250373781083626
np.log(tm)~protein_length+A+G+AL+ST+periodoA+periodoG,0.28438180941037716,0.2723430972871815,0.012038712123195683
np.log(tm)~protein_length+A+G+AL+ST+periodoC+periodoG,0.2831300365070415,0.2704857892091161,0.012644247297925404
np.log(tm)~protein_length+A+G+AL+periodoA+periodoC+periodoG,0.2835976505279261,0.26501100570998426,0.018586644817941866
np.log(tm)~protein_length+A+G+KQ+KS+SN+SK,0.2930920728614593,0.2681331968216966,0.024958876039762656
np.log(tm)~protein_length+A+G+KQ+KS+SN+ST,0.29368069653734297,0.27127749157829806,0.02240320495904491
np.log(tm)~protein_length+A+G+KQ+KS+SN+periodoA,0.29492814047822685,0.2696848567032237,0.025243283775003178
np.log(tm)~protein_length+A+G+KQ+KS+SN+periodoC,0.2942826970169199,0.26422209284609904,0.030060604170820848
np.log(tm)~protein_length+A+G+KQ+KS+SN+periodoG,0.28592172648539727,0.2598246953731334,0.026097031112263858
np.log(tm)~protein_length+A+G+KQ+KS+SK+ST,0.2961734087608364,0.2711181854405357,0.025055223320300746
np.log(tm)~protein_length+A+G+KQ+KS+SK+periodoA,0.29670671604380205,0.2686904668862245,0.028016249157577555
np.log(tm)~protein_length+A+G+KQ+KS+SK+periodoC,0.29583547722965536,0.26120175280576335,0.03463372442389201
np.log(tm)~protein_length+A+G+KQ+KS+SK+periodoG,0.2876932253446522,0.2578027414129574,0.0298904839316948
np.log(tm)~protein_length+A+G+KQ+KS+ST+periodoA,0.29670511192560484,0.2726053178450994,0.024099794080505443
np.log(tm)~protein_length+A+G+KQ+KS+ST+periodoC,0.2965469641593324,0.2684417431647921,0.028105220994540325
np.log(tm)~protein_length+A+G+KQ+KS+ST+periodoG,0.28815010493663024,0.26339578919368317,0.024754315742947064
np.log(tm)~protein_length+A+G+KQ+KS+periodoA+periodoC,0.29642569376680084,0.26103077136620284,0.035394922400597995
np.log(tm)~protein_length+A+G+KQ+KS+periodoA+periodoG,0.28748970735976065,0.2570367724163282,0.03045293494343243
np.log(tm)~protein_length+A+G+KQ+KS+periodoC+periodoG,0.28761070284178736,0.25221677504005446,0.035393927801732894
np.log(tm)~protein_length+A+G+KQ+SN+SK+ST,0.2892490939748756,0.2724807541509133,0.01676833982396231
np.log(tm)~protein_length+A+G+KQ+SN+SK+periodoA,0.2930761013834964,0.274182310825966,0.018893790557530377
np.log(tm)~protein_length+A+G+KQ+SN+SK+periodoC,0.2888692839930796,0.26483931319175197,0.024029970801327627
np.log(tm)~protein_length+A+G+KQ+SN+SK+periodoG,0.2824872652341108,0.26326384427414684,0.019223420959963933
np.log(tm)~protein_length+A+G+KQ+SN+ST+periodoA,0.291093021261996,0.2746448407346482,0.01644818052734781
np.log(tm)~protein_length+A+G+KQ+SN+ST+periodoC,0.28792723251981883,0.267077932626323,0.02084929989349582
np.log(tm)~protein_length+A+G+KQ+SN+ST+periodoG,0.2810431193963945,0.2650376625416788,0.01600545685471566
np.log(tm)~protein_length+A+G+KQ+SN+periodoA+periodoC,0.29098078556165524,0.266939860338392,0.024040925223263232
np.log(tm)~protein_length+A+G+KQ+SN+periodoA+periodoG,0.2841619554563947,0.2655301279926939,0.018631827463700845
np.log(tm)~protein_length+A+G+KQ+SN+periodoC+periodoG,0.28149296414241987,0.2574773043493169,0.02401565979310294
np.log(tm)~protein_length+A+G+KQ+SK+ST+periodoA,0.2956052978397516,0.2774271767502598,0.018178121089491794
np.log(tm)~protein_length+A+G+KQ+SK+ST+periodoC,0.29155630083673767,0.2679254780174552,0.02363082281928247
np.log(tm)~protein_length+A+G+KQ+SK+ST+periodoG,0.285242185831802,0.2674933227899321,0.0177488630418699
np.log(tm)~protein_length+A+G+KQ+SK+periodoA+periodoC,0.2941058911025999,0.2659026983978371,0.02820319270476279
np.log(tm)~protein_length+A+G+KQ+SK+periodoA+periodoG,0.2873449539794846,0.26613396922398247,0.02121098475550215
np.log(tm)~protein_length+A+G+KQ+SK+periodoC+periodoG,0.2842472536387061,0.25562308939491946,0.028624164243786665
np.log(tm)~protein_length+A+G+KQ+ST+periodoA+periodoC,0.29196064163541485,0.26801479808875767,0.023945843546657186
np.log(tm)~protein_length+A+G+KQ+ST+periodoA+periodoG,0.28584297374942585,0.2672055516437944,0.018637422105631463
np.log(tm)~protein_length+A+G+KQ+ST+periodoC+periodoG,0.28165657916634484,0.25904701344451536,0.022609565721829483
np.log(tm)~protein_length+A+G+KQ+periodoA+periodoC+periodoG,0.2838627566702043,0.25416101458642737,0.029701742083776905
np.log(tm)~protein_length+A+G+KS+SN+SK+ST,0.29080660978712924,0.2674869007211001,0.02331970906602915
np.log(tm)~protein_length+A+G+KS+SN+SK+periodoA,0.2913896615918108,0.26611676457352856,0.025272897018282225
np.log(tm)~protein_length+A+G+KS+SN+SK+periodoC,0.2915820114077131,0.2609520382948971,0.03062997311281601
np.log(tm)~protein_length+A+G+KS+SN+SK+periodoG,0.2833036916963567,0.2572305363730894,0.026073155323267316
np.log(tm)~protein_length+A+G+KS+SN+ST+periodoA,0.2897009850636292,0.26729192394169476,0.022409061121934415
np.log(tm)~protein_length+A+G+KS+SN+ST+periodoC,0.29128395484491626,0.26543444046343645,0.02584951438147981
np.log(tm)~protein_length+A+G+KS+SN+ST+periodoG,0.28225830745825187,0.2592232409623204,0.023035066495931455
np.log(tm)~protein_length+A+G+KS+SN+periodoA+periodoC,0.29030330776293484,0.2607076495872339,0.029595658175700923
np.log(tm)~protein_length+A+G+KS+SN+periodoA+periodoG,0.28124286327195525,0.25525539448768925,0.025987468784266
np.log(tm)~protein_length+A+G+KS+SN+periodoC+periodoG,0.2839122319789087,0.25353828929709427,0.030373942681814425
np.log(tm)~protein_length+A+G+KS+SK+ST+periodoA,0.295269530183957,0.271150729794616,0.024118800389341
np.log(tm)~protein_length+A+G+KS+SK+ST+periodoC,0.2949902110926824,0.2656626227653279,0.029327588327354492
np.log(tm)~protein_length+A+G+KS+SK+ST+periodoG,0.28647483016089453,0.2610879003481029,0.025386929812791614
np.log(tm)~protein_length+A+G+KS+SK+periodoA+periodoC,0.2947389624340989,0.261110300298775,0.033628662135323895
np.log(tm)~protein_length+A+G+KS+SK+periodoA+periodoG,0.2858455984607649,0.2571195265500168,0.028726071910748108
np.log(tm)~protein_length+A+G+KS+SK+periodoC+periodoG,0.28715936856184904,0.25140824192060734,0.03575112664124169
np.log(tm)~protein_length+A+G+KS+ST+periodoA+periodoC,0.2934097028954828,0.2654745393352183,0.027935163560264487
np.log(tm)~protein_length+A+G+KS+ST+periodoA+periodoG,0.28450944945631834,0.26004993891418465,0.02445951054213369
np.log(tm)~protein_length+A+G+KS+ST+periodoC+periodoG,0.2865786282966752,0.2580622354338094,0.02851639286286578
np.log(tm)~protein_length+A+G+KS+periodoA+periodoC+periodoG,0.28431364097017225,0.2484772471419377,0.03583639382823456
np.log(tm)~protein_length+A+G+SN+SK+ST+periodoA,0.29054885018130083,0.2736608986060709,0.01688795157522993
np.log(tm)~protein_length+A+G+SN+SK+ST+periodoC,0.2878063657626335,0.26594695748995123,0.02185940827268229
np.log(tm)~protein_length+A+G+SN+SK+ST+periodoG,0.2807781084039657,0.26385302019398454,0.016925088209981176
np.log(tm)~protein_length+A+G+SN+SK+periodoA+periodoC,0.2899199570712541,0.2662270211983211,0.02369293587293303
np.log(tm)~protein_length+A+G+SN+SK+periodoA+periodoG,0.28361251827163575,0.26586610521081094,0.017746413060824806
np.log(tm)~protein_length+A+G+SN+SK+periodoC+periodoG,0.28142325601928353,0.257271654643404,0.024151601375879517
np.log(tm)~protein_length+A+G+SN+ST+periodoA+periodoC,0.2871473669364183,0.2666826549104938,0.02046471202592448
np.log(tm)~protein_length+A+G+SN+ST+periodoA+periodoG,0.28038842612203113,0.26532351935113324,0.01506490677089789
np.log(tm)~protein_length+A+G+SN+ST+periodoC+periodoG,0.27945621191913306,0.258918310952712,0.020537900966421052
np.log(tm)~protein_length+A+G+SN+periodoA+periodoC+periodoG,0.2801805293120766,0.25770608002338663,0.02247444928868997
np.log(tm)~protein_length+A+G+SK+ST+periodoA+periodoC,0.29391843417660535,0.26984759365030436,0.024070840526300985
np.log(tm)~protein_length+A+G+SK+ST+periodoA+periodoG,0.2873791002752746,0.2693142238446559,0.01806487643061866
np.log(tm)~protein_length+A+G+SK+ST+periodoC+periodoG,0.2846199007450168,0.26076338166952967,0.023856519075487137
np.log(tm)~protein_length+A+G+SK+periodoA+periodoC+periodoG,0.28636373309296076,0.2587996177913242,0.02756411530163655
np.log(tm)~protein_length+A+G+ST+periodoA+periodoC+periodoG,0.28305602300434013,0.2597695432418184,0.02328647976252174
np.log(tm)~protein_length+A+S+AL+KQ+KS+SN,0.2784885157984913,0.2591618481361954,0.019326667662295904
np.log(tm)~protein_length+A+S+AL+KQ+KS+SK,0.27955452613441095,0.2604357104592577,0.019118815675153278
np.log(tm)~protein_length+A+S+AL+KQ+KS+ST,0.2802077754319539,0.2609019278666451,0.019305847565308787
np.log(tm)~protein_length+A+S+AL+KQ+KS+periodoA,0.283295529866546,0.2614520466456323,0.021843483220913673
np.log(tm)~protein_length+A+S+AL+KQ+KS+periodoC,0.2824705707786058,0.259262812080725,0.02320775869788083
np.log(tm)~protein_length+A+S+AL+KQ+KS+periodoG,0.2785609955809647,0.26068621526769936,0.017874780313265337
np.log(tm)~protein_length+A+S+AL+KQ+SN+SK,0.27197498705785006,0.25975734111531745,0.012217645942532607
np.log(tm)~protein_length+A+S+AL+KQ+SN+ST,0.27156368187640645,0.26011049733923247,0.011453184537173977
np.log(tm)~protein_length+A+S+AL+KQ+SN+periodoA,0.27642514497352333,0.2622957459874121,0.014129398986111208
np.log(tm)~protein_length+A+S+AL+KQ+SN+periodoC,0.27276115423684544,0.25718467025033587,0.01557648398650957
np.log(tm)~protein_length+A+S+AL+KQ+SN+periodoG,0.27172701729907084,0.26111508106815123,0.010611936230919605
np.log(tm)~protein_length+A+S+AL+KQ+SK+ST,0.2747218778100889,0.26244076530428934,0.012281112505799552
np.log(tm)~protein_length+A+S+AL+KQ+SK+periodoA,0.2795476253875958,0.26374125688028255,0.015806368507313262
np.log(tm)~protein_length+A+S+AL+KQ+SK+periodoC,0.2757234818432028,0.2593757055950751,0.016347776248127666
np.log(tm)~protein_length+A+S+AL+KQ+SK+periodoG,0.2747779228357609,0.26312337554871057,0.011654547287050343
np.log(tm)~protein_length+A+S+AL+KQ+ST+periodoA,0.2786406274621261,0.2629558069085397,0.015684820553586387
np.log(tm)~protein_length+A+S+AL+KQ+ST+periodoC,0.27476629991227214,0.2584576085988913,0.016308691313380863
np.log(tm)~protein_length+A+S+AL+KQ+ST+periodoG,0.27345829917851394,0.262622626360931,0.010835672817582964
np.log(tm)~protein_length+A+S+AL+KQ+periodoA+periodoC,0.2785477288633563,0.25950702360652483,0.01904070525683149
np.log(tm)~protein_length+A+S+AL+KQ+periodoA+periodoG,0.27937569333643836,0.2648110867661712,0.014564606570267147
np.log(tm)~protein_length+A+S+AL+KQ+periodoC+periodoG,0.2757460111859324,0.2610404976503478,0.01470551353558458
np.log(tm)~protein_length+A+S+AL+KS+SN+SK,0.2698707770418468,0.24935212161051878,0.020518655431328026
np.log(tm)~protein_length+A+S+AL+KS+SN+ST,0.2695710300646933,0.24869402515576722,0.020877004908926078
np.log(tm)~protein_length+A+S+AL+KS+SN+periodoA,0.2706733995558651,0.24879027383147012,0.02188312572439499
np.log(tm)~protein_length+A+S+AL+KS+SN+periodoC,0.2722710853014106,0.2480736865560112,0.02419739874539939
np.log(tm)~protein_length+A+S+AL+KS+SN+periodoG,0.26957961121143587,0.2500739019922277,0.01950570921920819
np.log(tm)~protein_length+A+S+AL+KS+SK+ST,0.27295015144866047,0.2531534077482927,0.01979674370036777
np.log(tm)~protein_length+A+S+AL+KS+SK+periodoA,0.2738861629037625,0.2519063684671482,0.021979794436614297
np.log(tm)~protein_length+A+S+AL+KS+SK+periodoC,0.2750298879664845,0.251116674304836,0.023913213661648502
np.log(tm)~protein_length+A+S+AL+KS+SK+periodoG,0.27188254588028876,0.2536816194319462,0.018200926448342536
