formula,corr_train,corr_test,error_corr
tm~EA+T+D+R+P+N,0.16789958129959232,0.14849113760573876,0.019408443693853555
tm~EA+T+D+R+P+I,0.17945502087600299,0.16490209757255544,0.01455292330344754
tm~EA+T+D+R+K+A,0.2084020459326925,0.15393650193964442,0.054465543993048066
tm~EA+T+D+R+K+AL,0.20768037842503953,0.16704233517331135,0.04063804325172818
tm~EA+T+D+R+K+C,0.1939496974812131,0.16430334470242217,0.029646352778790935
tm~EA+T+D+R+K+S,0.2251347842560532,0.2042473567526392,0.02088742750341402
tm~EA+T+D+R+K+Q,0.23717623829575213,0.18721968940389716,0.04995654889185497
tm~EA+T+D+R+K+N,0.18955389784061957,0.15162645044969092,0.037927447390928654
tm~EA+T+D+R+K+I,0.1993953350167982,0.16279540724133457,0.03659992777546364
tm~EA+T+D+R+A+AL,0.20473175238985894,0.16441076055416745,0.04032099183569149
tm~EA+T+D+R+A+C,0.1995658989378022,0.15995633736851467,0.03960956156928752
tm~EA+T+D+R+A+S,0.2172575902586665,0.1881360970408112,0.029121493217855315
tm~EA+T+D+R+A+Q,0.23494815913568154,0.18769930870752313,0.047248850428158407
tm~EA+T+D+R+A+N,0.1961752402821844,0.14984483320232062,0.04633040707986377
tm~EA+T+D+R+A+I,0.20390091904444987,0.1569261390556844,0.04697477998876548
tm~EA+T+D+R+AL+C,0.20414103450206725,0.17651478367359047,0.027626250828476778
tm~EA+T+D+R+AL+S,0.22175604261777515,0.20040240597331765,0.021353636644457497
tm~EA+T+D+R+AL+Q,0.24297966036312763,0.20270899076709287,0.04027066959603476
tm~EA+T+D+R+AL+N,0.19916874343461274,0.16543041546324153,0.03373832797137122
tm~EA+T+D+R+AL+I,0.20972428624463058,0.17505433097660458,0.03466995526802599
tm~EA+T+D+R+C+S,0.20175149127727293,0.1963170248439904,0.00543446643328252
tm~EA+T+D+R+C+Q,0.21523057276131233,0.19178321244467844,0.023447360316633886
tm~EA+T+D+R+C+N,0.16539450725960486,0.15049100724567813,0.014903500013926735
tm~EA+T+D+R+C+I,0.17227253127297876,0.16086229712352312,0.011410234149455634
tm~EA+T+D+R+S+Q,0.2404669179795832,0.23009925755125235,0.010367660428330844
tm~EA+T+D+R+S+N,0.2016320318931753,0.1918079324578962,0.009824099435279093
tm~EA+T+D+R+S+I,0.20054247266673583,0.19459440007723156,0.005948072589504277
tm~EA+T+D+R+Q+N,0.21430854778677286,0.18252863654315876,0.031779911243614095
tm~EA+T+D+R+Q+I,0.2143187040530898,0.18666413664358836,0.02765456740950145
tm~EA+T+D+R+N+I,0.17212012657437883,0.15007321090604597,0.02204691566833286
tm~EA+T+D+protein_length+L+P,0.23943441393548642,0.23865099946164864,0.0007834144738377846
tm~EA+T+D+protein_length+L+K,0.2576968040442501,0.23493518745565484,0.022761616588595268
tm~EA+T+D+protein_length+L+A,0.24459001350166826,0.21767049734339608,0.026919516158272178
tm~EA+T+D+protein_length+L+AL,0.2560560967697211,0.23951234928282067,0.016543747486900406
tm~EA+T+D+protein_length+L+C,0.22655264634719788,0.22308221821911275,0.0034704281280851235
tm~EA+T+D+protein_length+L+S,0.23899325827004628,0.23845072889881833,0.0005425293712279511
tm~EA+T+D+protein_length+L+Q,0.24969935595147316,0.22979780050673387,0.01990155544473929
tm~EA+T+D+protein_length+L+N,0.22732256155747826,0.21748624877967151,0.00983631277780675
tm~EA+T+D+protein_length+L+I,0.22734213638778894,0.2202439805007884,0.007098155887000551
tm~EA+T+D+protein_length+P+K,0.26857808751450907,0.25414889298643795,0.014429194528071121
tm~EA+T+D+protein_length+P+A,0.25968182626390884,0.24540837954047723,0.014273446723431615
tm~EA+T+D+protein_length+P+AL,0.26908665455355885,0.2632426673012041,0.005843987252354743
tm~EA+T+D+protein_length+P+C,0.2441637145192946,0.2542362935703601,0.010072579051065483
tm~EA+T+D+protein_length+P+S,0.2529747138098231,0.265136225121243,0.012161511311419904
tm~EA+T+D+protein_length+P+Q,0.2587753444591396,0.25267098420680834,0.006104360252331242
tm~EA+T+D+protein_length+P+N,0.2383822871352184,0.23909083570091022,0.00070854856569183
tm~EA+T+D+protein_length+P+I,0.24497382507305576,0.2546145158753238,0.009640690802268037
tm~EA+T+D+protein_length+K+A,0.2705566549307052,0.2366846023563235,0.033872052574381695
tm~EA+T+D+protein_length+K+AL,0.2742544872104222,0.24946680198104215,0.024787685229380074
tm~EA+T+D+protein_length+K+C,0.267177583829719,0.25076708963539923,0.01641049419431978
tm~EA+T+D+protein_length+K+S,0.27257131845861526,0.25674664287173565,0.01582467558687961
tm~EA+T+D+protein_length+K+Q,0.28148433377802057,0.2465564103621581,0.034927923415862455
tm~EA+T+D+protein_length+K+N,0.2608440860511069,0.23743313155086593,0.023410954500241
tm~EA+T+D+protein_length+K+I,0.26593366945955565,0.2462623764000071,0.019671293059548567
tm~EA+T+D+protein_length+A+AL,0.2600879392509154,0.24237934146551657,0.017708597785398822
tm~EA+T+D+protein_length+A+C,0.2505641612537713,0.23502431097945653,0.01553985027431476
tm~EA+T+D+protein_length+A+S,0.25235399233589967,0.2399871883359058,0.012366803999993875
tm~EA+T+D+protein_length+A+Q,0.2645086903605536,0.23958015895671703,0.02492853140383655
tm~EA+T+D+protein_length+A+N,0.24671528304113188,0.2255596931259081,0.021155589915223788
tm~EA+T+D+protein_length+A+I,0.2497793154086719,0.2315326405112979,0.018246674897374
tm~EA+T+D+protein_length+AL+C,0.2592418232625265,0.24853535366828872,0.010706469594237766
tm~EA+T+D+protein_length+AL+S,0.2617998463421212,0.2516620462539393,0.010137800088181936
tm~EA+T+D+protein_length+AL+Q,0.27615236001047566,0.2532204305372459,0.02293192947322975
tm~EA+T+D+protein_length+AL+N,0.25607144441456675,0.241947269178552,0.014124175236014752
tm~EA+T+D+protein_length+AL+I,0.26008117388303437,0.24649544636759235,0.013585727515442014
tm~EA+T+D+protein_length+C+S,0.2388758457207152,0.24394038845593577,0.005064542735220556
tm~EA+T+D+protein_length+C+Q,0.2494470729804336,0.24153165610096738,0.007915416879466203
tm~EA+T+D+protein_length+C+N,0.22892375879205917,0.2283664142481664,0.0005573445438927793
tm~EA+T+D+protein_length+C+I,0.2321391227959756,0.2353902838011891,0.0032511610052134987
tm~EA+T+D+protein_length+S+Q,0.2616378199540901,0.26069685404293474,0.0009409659111553337
tm~EA+T+D+protein_length+S+N,0.23943283030869328,0.23890848380463947,0.0005243465040538076
tm~EA+T+D+protein_length+S+I,0.23777683781280443,0.24375360758044415,0.0059767697676397225
tm~EA+T+D+protein_length+Q+N,0.25102582821762626,0.2369260855119763,0.014099742705649954
tm~EA+T+D+protein_length+Q+I,0.24968691885191452,0.24138508773822237,0.008301831113692149
tm~EA+T+D+protein_length+N+I,0.23059602267114926,0.2265151473250424,0.004080875346106849
tm~EA+T+D+L+P+K,0.17036628795489211,0.13776740037552795,0.03259888757936416
tm~EA+T+D+L+P+A,0.18016731518955334,0.13903215605442865,0.041135159135124694
tm~EA+T+D+L+P+AL,0.1936571098321939,0.16702619933063836,0.026630910501555527
tm~EA+T+D+L+P+C,0.15327654702509516,0.14298063544221287,0.010295911582882289
tm~EA+T+D+L+P+S,0.19980943444145388,0.19819147691316777,0.0016179575282861125
tm~EA+T+D+L+P+Q,0.2027534652802774,0.17290456618592326,0.029848899094354148
tm~EA+T+D+L+P+N,0.14491062649697625,0.12666743999370406,0.018243186503272196
tm~EA+T+D+L+P+I,0.15259405552859873,0.13745105960141316,0.01514299592718557
tm~EA+T+D+L+K+A,0.19293858619291818,0.14095077461531177,0.0519878115776064
tm~EA+T+D+L+K+AL,0.2044479815639701,0.16478989135755334,0.03965809020641675
tm~EA+T+D+L+K+C,0.1754290982920878,0.14401793495903192,0.03141116333305588
tm~EA+T+D+L+K+S,0.2196851567277142,0.19979528865061855,0.01988986807709564
tm~EA+T+D+L+K+Q,0.22646146950032356,0.17405362793718493,0.05240784156313863
tm~EA+T+D+L+K+N,0.16738872013988085,0.12951455433617173,0.037874165803709114
tm~EA+T+D+L+K+I,0.17480731247300108,0.13963944210342213,0.03516787036957894
tm~EA+T+D+L+A+AL,0.19807473678547594,0.16230047465320058,0.03577426213227536
tm~EA+T+D+L+A+C,0.1787463759931817,0.14041598821789833,0.03833038777528336
tm~EA+T+D+L+A+S,0.21165633380542123,0.18673123875283598,0.02492509505258525
tm~EA+T+D+L+A+Q,0.22118946212669607,0.17548888925359524,0.045700572873100836
tm~EA+T+D+L+A+N,0.17697516984375836,0.13197369805190454,0.04500147179185382
tm~EA+T+D+L+A+I,0.18413944748190278,0.13940124678346455,0.04473820069843823
tm~EA+T+D+L+AL+C,0.1931093520410156,0.16906241524808957,0.02404693679292602
tm~EA+T+D+L+AL+S,0.2224917051119663,0.20602525288930149,0.016466452222664824
tm~EA+T+D+L+AL+Q,0.23448831514362733,0.19651852802035416,0.037969787123273174
tm~EA+T+D+L+AL+N,0.18990445501912226,0.15942910970644575,0.03047534531267651
tm~EA+T+D+L+AL+I,0.1988357143875733,0.16854841406014265,0.030287300327430655
tm~EA+T+D+L+C+S,0.1940090025950105,0.19125877911163433,0.0027502234833761685
tm~EA+T+D+L+C+Q,0.20349209634428456,0.1743903027329316,0.029101793611352955
tm~EA+T+D+L+C+N,0.14873781897615798,0.13170808991908284,0.017029729057075144
tm~EA+T+D+L+C+I,0.15058935694705516,0.1381236240491121,0.01246573289794306
tm~EA+T+D+L+S+Q,0.23268953319865757,0.22087066075682704,0.011818872441830525
tm~EA+T+D+L+S+N,0.1951369687089938,0.18707068740195346,0.008066281307040346
tm~EA+T+D+L+S+I,0.196069567906577,0.1932910750824562,0.0027784928241208207
tm~EA+T+D+L+Q+N,0.20084801457054238,0.16710334797421458,0.0337446665963278
tm~EA+T+D+L+Q+I,0.1980541487459958,0.16652184020069766,0.03153230854529815
tm~EA+T+D+L+N+I,0.1468546327895153,0.12462033158637482,0.022234301203140475
tm~EA+T+D+P+K+A,0.20492378230591204,0.1561738629701394,0.048749919335772635
tm~EA+T+D+P+K+AL,0.20640405780609894,0.16875410979918612,0.03764994800691282
tm~EA+T+D+P+K+C,0.18923918111670582,0.1600064692553077,0.029232711861398114
tm~EA+T+D+P+K+S,0.22767850797688965,0.21238934577546167,0.01528916220142798
tm~EA+T+D+P+K+Q,0.23378985332311228,0.1844485145901741,0.04934133873293817
tm~EA+T+D+P+K+N,0.1800528348214628,0.14296347200268666,0.037089362818776145
tm~EA+T+D+P+K+I,0.18980516195802138,0.15874678816692134,0.031058373791100047
tm~EA+T+D+P+A+AL,0.2016734729618229,0.170280538679919,0.0313929342819039
tm~EA+T+D+P+A+C,0.19055335734319004,0.161028441823687,0.029524915519503037
tm~EA+T+D+P+A+S,0.22316539375089953,0.20754850196167857,0.01561689178922096
tm~EA+T+D+P+A+Q,0.22780706850540708,0.19076821977086952,0.037038848734537555
tm~EA+T+D+P+A+N,0.18518728721659097,0.14923225714030888,0.03595503007628209
tm~EA+T+D+P+A+I,0.1964017213607582,0.16133319291405973,0.03506852844669847
tm~EA+T+D+P+AL+C,0.19608170995895324,0.17459807787459494,0.0214836320843583
tm~EA+T+D+P+AL+S,0.22662243749928948,0.21383966085694148,0.012782776642348004
tm~EA+T+D+P+AL+Q,0.2360457010369932,0.2013913015921237,0.034654399444869505
tm~EA+T+D+P+AL+N,0.19370049055937408,0.16633189925515024,0.027368591304223838
tm~EA+T+D+P+AL+I,0.20457879494574865,0.17768781282559182,0.026890982120156837
tm~EA+T+D+P+C+S,0.2054619705862866,0.2120541222720994,0.006592151685812814
tm~EA+T+D+P+C+Q,0.21421646064647995,0.19752289327324535,0.016693567373234602
tm~EA+T+D+P+C+N,0.16081391743139403,0.15357074196337633,0.0072431754680176985
tm~EA+T+D+P+C+I,0.1662063535771349,0.1687190194889729,0.0025126659118379913
tm~EA+T+D+P+S+Q,0.24126864065083678,0.23948488709490462,0.0017837535559321605
tm~EA+T+D+P+S+N,0.20374883751213632,0.20385158393199057,0.00010274641985424937
tm~EA+T+D+P+S+I,0.20670859417956025,0.21295948032065642,0.006250886141096174
tm~EA+T+D+P+Q+N,0.2071522004072247,0.18260292266453576,0.024549277742688946
tm~EA+T+D+P+Q+I,0.20723517365664726,0.1883139551991245,0.01892121845752276
tm~EA+T+D+P+N+I,0.1586357654731775,0.14784766696193002,0.010788098511247485
tm~EA+T+D+K+A+AL,0.20935324317117668,0.16530546971056412,0.04404777346061256
tm~EA+T+D+K+A+C,0.20496173668114273,0.1599521491889452,0.04500958749219752
tm~EA+T+D+K+A+S,0.23370166664884565,0.20181342880112607,0.031888237847719575
tm~EA+T+D+K+A+Q,0.24419732078114578,0.18582256072074776,0.05837476006039802
tm~EA+T+D+K+A+N,0.19870690568579463,0.14740024784186503,0.0513066578439296
tm~EA+T+D+K+A+I,0.2093550383928341,0.15814155667742588,0.05121348171540821
tm~EA+T+D+K+AL+C,0.20866260432326883,0.17290935891997228,0.03575324540329655
tm~EA+T+D+K+AL+S,0.23513312569597108,0.20699848315932234,0.02813464253664874
tm~EA+T+D+K+AL+Q,0.24869563715700682,0.19605730421347878,0.05263833294352804
tm~EA+T+D+K+AL+N,0.20235588152276265,0.1609036088310834,0.041452272691679254
tm~EA+T+D+K+AL+I,0.21230030130961125,0.16976628077465758,0.04253402053495367
tm~EA+T+D+K+C+S,0.22421656480566485,0.20530510039701996,0.018911464408644885
tm~EA+T+D+K+C+Q,0.23409941593197153,0.1885235824043544,0.04557583352761713
tm~EA+T+D+K+C+N,0.1823526007347774,0.1486290014324537,0.033723599302323715
tm~EA+T+D+K+C+I,0.18879494180805007,0.15956271962757987,0.029232222180470196
tm~EA+T+D+K+S+Q,0.2630074979875353,0.2327394408979039,0.0302680570896314
tm~EA+T+D+K+S+N,0.22298381681755058,0.20035949026090938,0.022624326556641206
tm~EA+T+D+K+S+I,0.22558132165286593,0.20799168077860572,0.01758964087426021
tm~EA+T+D+K+Q+N,0.22825412157170005,0.17656691977462524,0.05168720179707481
tm~EA+T+D+K+Q+I,0.23135175912641748,0.18272257650221135,0.048629182624206124
tm~EA+T+D+K+N+I,0.18242258152702753,0.1448614475532398,0.03756113397378774
tm~EA+T+D+A+AL+C,0.19970586365252252,0.17260798088756826,0.027097882764954256
tm~EA+T+D+A+AL+S,0.22436279749932575,0.2066841551558991,0.017678642343426643
tm~EA+T+D+A+AL+Q,0.23921834141310186,0.1998944887295119,0.039323852683589955
tm~EA+T+D+A+AL+N,0.1962209984672432,0.16156544822313715,0.03465555024410605
tm~EA+T+D+A+AL+I,0.20582226240560209,0.17195005217060602,0.033872210234996064
tm~EA+T+D+A+C+S,0.214138716391044,0.19654708305513216,0.01759163333591185
tm~EA+T+D+A+C+Q,0.22719015970558623,0.19238104579344228,0.034809113912143946
tm~EA+T+D+A+C+N,0.18199528792942601,0.14907938412837146,0.03291590380105455
tm~EA+T+D+A+C+I,0.1907268373067174,0.16040881253766817,0.03031802476904924
tm~EA+T+D+A+S+Q,0.24818242466896592,0.22989872063472613,0.01828370403423979
tm~EA+T+D+A+S+N,0.21477506697038276,0.1929031345322201,0.021871932438162656
tm~EA+T+D+A+S+I,0.21716906540137457,0.1989205322927794,0.018248533108595172
tm~EA+T+D+A+Q+N,0.22225250568702673,0.18166409547664172,0.040588410210385006
tm~EA+T+D+A+Q+I,0.22511650332046762,0.18633475766506688,0.03878174565540074
tm~EA+T+D+A+N+I,0.18608052616649706,0.1474476683486344,0.03863285781786266
tm~EA+T+D+AL+C+S,0.2209292654566817,0.2064536214026742,0.014475644054007503
tm~EA+T+D+AL+C+Q,0.23512628412524156,0.20176037431622973,0.03336590980901183
tm~EA+T+D+AL+C+N,0.19105547677574672,0.16634813437626458,0.024707342399482135
tm~EA+T+D+AL+C+I,0.19877239288802,0.17544854855207262,0.02332384433594739
tm~EA+T+D+AL+S+Q,0.2546596874638981,0.23445985504165556,0.020199832422242547
tm~EA+T+D+AL+S+N,0.22082660769577647,0.20375868850126205,0.01706791919451442
tm~EA+T+D+AL+S+I,0.22406324309580972,0.20803221558318932,0.016031027512620394
tm~EA+T+D+AL+Q+N,0.23309330128382577,0.19548454275420732,0.03760875852961845
tm~EA+T+D+AL+Q+I,0.2357559701564116,0.1995407839961029,0.03621518616030869
tm~EA+T+D+AL+N+I,0.1960550631271826,0.16534091136158868,0.030714151765593917
tm~EA+T+D+C+S+Q,0.23557816206485552,0.23315953194550304,0.0024186301193524773
tm~EA+T+D+C+S+N,0.1963444630920276,0.19327903166622734,0.0030654314258002635
tm~EA+T+D+C+S+I,0.195984021056308,0.1985629682264172,0.0025789471701092026
tm~EA+T+D+C+Q+N,0.2101236194586885,0.18675124793870806,0.023372371519980423
tm~EA+T+D+C+Q+I,0.20739227177865785,0.1918937985448349,0.015498473233822946
tm~EA+T+D+C+N+I,0.15876466302588735,0.14947253039510927,0.009292132630778077
tm~EA+T+D+S+Q+N,0.23534953338530626,0.22711976230218534,0.008229771083120924
tm~EA+T+D+S+Q+I,0.23380960380177981,0.23121446641145887,0.0025951373903209396
tm~EA+T+D+S+N+I,0.19915521136866818,0.1946892388923828,0.004465972476285385
tm~EA+T+D+Q+N+I,0.20324595798350076,0.17759006820463855,0.025655889778862212
tm~EA+T+R+protein_length+L+P,0.2340567597467848,0.22793684386106194,0.00611991588572286
tm~EA+T+R+protein_length+L+K,0.24647535659931083,0.21976615070588168,0.02670920589342915
tm~EA+T+R+protein_length+L+A,0.2386988697709229,0.20130356711115224,0.037395302659770646
tm~EA+T+R+protein_length+L+AL,0.2503233964046525,0.22645902205866764,0.023864374345984873
tm~EA+T+R+protein_length+L+C,0.2188327975332734,0.21026511297861258,0.00856768455466081
tm~EA+T+R+protein_length+L+S,0.23074512124825447,0.22497720408353147,0.0057679171647229965
tm~EA+T+R+protein_length+L+Q,0.23923366314267358,0.21228675494359409,0.026946908199079495
tm~EA+T+R+protein_length+L+N,0.21976496634487055,0.20339299061870986,0.016371975726160698
tm~EA+T+R+protein_length+L+I,0.2185549517193103,0.20292038666387902,0.015634565055431288
tm~EA+T+R+protein_length+P+K,0.2618065045836405,0.24621909995508806,0.01558740462855246
tm~EA+T+R+protein_length+P+A,0.2569751854229408,0.23188874241927954,0.025086443003661252
tm~EA+T+R+protein_length+P+AL,0.26466359935964,0.25154622682035044,0.013117372539289573
tm~EA+T+R+protein_length+P+C,0.23875858003014847,0.24343879470731264,0.004680214677164174
tm~EA+T+R+protein_length+P+S,0.2486606354815697,0.25520966509675647,0.006549029615186774
tm~EA+T+R+protein_length+P+Q,0.25006773648244074,0.23450098759149549,0.015566748890945253
tm~EA+T+R+protein_length+P+N,0.2331904744078968,0.22877314388785072,0.004417330520046087
tm~EA+T+R+protein_length+P+I,0.2391624527397073,0.24013177424447807,0.0009693215047707759
tm~EA+T+R+protein_length+K+A,0.2620299075380165,0.2216215219539019,0.04040838558411464
tm~EA+T+R+protein_length+K+AL,0.2665969065620689,0.2378886835794125,0.028708222982656406
tm~EA+T+R+protein_length+K+C,0.2600555471409384,0.2426424003752863,0.017413146765652115
tm~EA+T+R+protein_length+K+S,0.2651828958204188,0.24780283586971608,0.017380059950702742
tm~EA+T+R+protein_length+K+Q,0.2710462516411881,0.23296485755715127,0.03808139408403685
tm~EA+T+R+protein_length+K+N,0.25384482288353405,0.22890137046476125,0.0249434524187728
tm~EA+T+R+protein_length+K+I,0.2559356786567258,0.23255153383943467,0.02338414481729112
tm~EA+T+R+protein_length+A+AL,0.2549652752128242,0.22591510878170548,0.029050166431118712
tm~EA+T+R+protein_length+A+C,0.24687772101200567,0.22018942535367586,0.026688295658329808
tm~EA+T+R+protein_length+A+S,0.2472553803544954,0.22229638653157371,0.024958993822921688
tm~EA+T+R+protein_length+A+Q,0.2591938730996662,0.219480148618635,0.03971372448103119
tm~EA+T+R+protein_length+A+N,0.24280265184288768,0.20895537084662236,0.03384728099626533
tm~EA+T+R+protein_length+A+I,0.24473111176965465,0.21000716393902719,0.03472394783062746
tm~EA+T+R+protein_length+AL+C,0.2563508642404787,0.2410289635904003,0.015321900650078407
tm~EA+T+R+protein_length+AL+S,0.25740502303612817,0.2399605999799108,0.01744442305621738
tm~EA+T+R+protein_length+AL+Q,0.2715019707226516,0.2405229029274461,0.030979067795205484
tm~EA+T+R+protein_length+AL+N,0.2524386699638603,0.2298698190600912,0.02256885090376906
tm~EA+T+R+protein_length+AL+I,0.2554183337843506,0.23167306843431865,0.023745265350031936
tm~EA+T+R+protein_length+C+S,0.23266325253511363,0.23189956124855104,0.00076369128656259
tm~EA+T+R+protein_length+C+Q,0.23486693167782474,0.21886276914058325,0.01600416253724149
tm~EA+T+R+protein_length+C+N,0.22062568939321045,0.2139868390019234,0.00663885039128706
tm~EA+T+R+protein_length+C+I,0.21992738366922887,0.21782267826541937,0.002104705403809498
tm~EA+T+R+protein_length+S+Q,0.2484673324828522,0.23827080202887096,0.010196530453981223
tm~EA+T+R+protein_length+S+N,0.2326132314941081,0.2261405404274254,0.00647269106668269
tm~EA+T+R+protein_length+S+I,0.22726061333367326,0.22641360790099682,0.0008470054326764342
tm~EA+T+R+protein_length+Q+N,0.2410653425844717,0.21786171089663123,0.02320363168784048
tm~EA+T+R+protein_length+Q+I,0.23503319558452837,0.21718627851499564,0.01784691706953273
tm~EA+T+R+protein_length+N+I,0.22082183769617303,0.20988917651001604,0.010932661186156989
tm~EA+T+R+L+P+K,0.16849974809923382,0.13268905257362495,0.035810695525608865
tm~EA+T+R+L+P+A,0.18840120446907838,0.1396240253669531,0.048777179102125284
tm~EA+T+R+L+P+AL,0.19796120599132427,0.16486783968660454,0.033093366304719735
tm~EA+T+R+L+P+C,0.14726840989994897,0.12784459624197034,0.019423813657978628
tm~EA+T+R+L+P+S,0.18869936616814828,0.18226508352656862,0.006434282641579664
tm~EA+T+R+L+P+Q,0.1997560467373701,0.1662230595357024,0.0335329872016677
tm~EA+T+R+L+P+N,0.14647421887602194,0.12116077718890923,0.025313441687112706
tm~EA+T+R+L+P+I,0.15868141393966384,0.13485558274011994,0.0238258311995439
tm~EA+T+R+L+K+A,0.19431827111630573,0.13509446077945125,0.05922381033685448
tm~EA+T+R+L+K+AL,0.2032471004694624,0.15930696639186712,0.04394013407759528
tm~EA+T+R+L+K+C,0.170561338163815,0.13232529156620726,0.03823604659760774
tm~EA+T+R+L+K+S,0.20822231222861126,0.18403370340331018,0.024188608825301078
tm~EA+T+R+L+K+Q,0.2202165524821645,0.167708734880886,0.05250781760127851
tm~EA+T+R+L+K+N,0.16830353401303136,0.1263521915034496,0.04195134250958177
tm~EA+T+R+L+K+I,0.1749873675663077,0.13377344828672197,0.04121391927958573
tm~EA+T+R+L+A+AL,0.20094408381265574,0.1552175816146542,0.045726502198001534
tm~EA+T+R+L+A+C,0.1856177510378305,0.13765635778156962,0.047961393256260865
tm~EA+T+R+L+A+S,0.20272090588956854,0.1665954097041451,0.036125496185423434
tm~EA+T+R+L+A+Q,0.22382032016488407,0.17076849083022064,0.05305182933466343
tm~EA+T+R+L+A+N,0.18489647074721036,0.13224351726163497,0.05265295348557539
tm~EA+T+R+L+A+I,0.1923555383761048,0.13930993264367575,0.05304560573242906
tm~EA+T+R+L+AL+C,0.19849629577663241,0.16623152228930532,0.03226477348732709
tm~EA+T+R+L+AL+S,0.21505485868521648,0.19007717637289695,0.024977682312319532
tm~EA+T+R+L+AL+Q,0.23751487332123822,0.19581794094990793,0.04169693237133029
tm~EA+T+R+L+AL+N,0.19422380907444325,0.1564365327910065,0.037787276283436755
tm~EA+T+R+L+AL+I,0.2037100084910325,0.1659395934842982,0.03777041500673428
tm~EA+T+R+L+C+S,0.18359465715556225,0.1750405515754849,0.008554105580077354
tm~EA+T+R+L+C+Q,0.1901736100289378,0.15700825863867504,0.03316535139026275
tm~EA+T+R+L+C+N,0.1444698551607975,0.11745479806944657,0.027015057091350922
tm~EA+T+R+L+C+I,0.14670341448924634,0.1232438835849703,0.023459530904276035
tm~EA+T+R+L+S+Q,0.21891962221898165,0.19860665643403613,0.020312965784945514
tm~EA+T+R+L+S+N,0.1840880154039549,0.16860914517514913,0.015478870228805758
tm~EA+T+R+L+S+I,0.18206106097847055,0.1704596334510985,0.01160142752737206
tm~EA+T+R+L+Q+N,0.19505393286683784,0.15505243268029137,0.04000150018654647
tm~EA+T+R+L+Q+I,0.1916402207938495,0.15486342502722067,0.03677679576662882
tm~EA+T+R+L+N+I,0.15145070975232236,0.11916834780915975,0.03228236194316261
tm~EA+T+R+P+K+A,0.20559875083339554,0.1505486803389476,0.055050070494447934
tm~EA+T+R+P+K+AL,0.20620820371158707,0.16629182583633834,0.03991637787524874
tm~EA+T+R+P+K+C,0.1838027048918125,0.1505452005843098,0.03325750430750268
tm~EA+T+R+P+K+S,0.22128189281481522,0.20479072308780485,0.01649116972701037
tm~EA+T+R+P+K+Q,0.22673384210777947,0.17842577576822652,0.04830806633955295
tm~EA+T+R+P+K+N,0.17841674983558134,0.13711547511920905,0.041301274716372294
tm~EA+T+R+P+K+I,0.18919238862488114,0.15331542212966776,0.03587696649521338
tm~EA+T+R+P+A+AL,0.20624661529048266,0.1652568107179597,0.040989804572522964
tm~EA+T+R+P+A+C,0.19588282792105094,0.15322061121563785,0.04266221670541309
tm~EA+T+R+P+A+S,0.21784831662143928,0.19015761817398716,0.027690698447452117
tm~EA+T+R+P+A+Q,0.23006243560333284,0.18266302769822854,0.0473994079051043
tm~EA+T+R+P+A+N,0.19404520286384186,0.1459768989797108,0.04806830388413105
tm~EA+T+R+P+A+I,0.2073295991343087,0.15922400105755471,0.04810559807675399
tm~EA+T+R+P+AL+C,0.20245060164467255,0.17355864935917956,0.02889195228549299
